ticker,cik,filing_date,open,close,adj_close,yest_open,yest_close,yest_adj_close,curr_mkt_cap
BHI,808362,3/13/02,39.7,37.9,32.78,39.37,39.37,34.05,24.533B
BHI,808362,3/7/03,30.3,30.53,26.8,30.71,30.71,26.96,24.533B
BHI,808362,3/5/04,37.55,37.29,33.24,37.49,37.49,33.42,24.533B
BHI,808362,3/1/05,46.75,45.7,41.2,47.28,47.28,42.62,24.533B
BHI,808362,3/1/06,68.26,68.63,62.4,67.95,67.95,61.79,24.533B
BHI,808362,2/23/07,65.52,65.36,59.85,65.36,65.36,59.85,24.533B
BHI,808362,2/21/08,70.44,68.42,63.07,70.24,70.24,64.74,24.533B
BHI,808362,2/27/09,28.69,29.31,27.35,29.57,29.57,27.59,24.533B
BHI,808362,2/26/10,47.7,47.92,45.37,47.89,47.89,45.34,24.533B
BHI,808362,2/25/11,69.38,71.5,68.49,68.94,68.94,66.04,24.533B
BHI,808362,2/24/12,52.59,51.96,50.27,52.4,52.4,50.69,24.533B
BHI,808362,2/13/13,45.86,46.13,45.23,45.82,45.82,44.93,24.533B
BHI,808362,2/12/14,60.59,59.69,59.23,60.49,60.49,60.02,24.533B
BHLB,1108134,3/29/01,18.5,18.6,13.41,18.5,18.5,13.34,647.3M
BHLB,1108134,3/17/03,NA,NA,NA,NA,NA,NA,647.3M
BHLB,1108134,3/11/04,36.66,36.51,27.93,36.66,36.66,28.04,647.3M
BHLB,1108134,3/15/05,34.09,34.28,26.57,33.95,33.95,26.32,647.3M
BHLB,1108134,3/16/06,34.07,34.05,26.83,33.78,33.78,26.61,647.3M
BHLB,1108134,3/16/07,33.57,33.62,26.92,33.58,33.58,26.89,647.3M
BHLB,1108134,3/17/08,NA,NA,NA,NA,NA,NA,647.3M
BHLB,1108134,3/16/09,NA,NA,NA,NA,NA,NA,647.3M
BHLB,1108134,3/16/10,18.64,18.57,16.08,18.71,18.71,16.2,647.3M
BHLB,1108134,3/16/11,21.08,20.75,18.54,21.16,21.16,18.91,647.3M
BHLB,1108134,3/15/12,22.17,22.28,20.56,22.14,22.14,20.43,647.3M
BHLB,1108134,3/18/13,NA,NA,NA,NA,NA,NA,647.3M
BHLB,1108134,3/17/14,NA,NA,NA,NA,NA,NA,647.3M
BHNN,1365357,6/24/08,0.1,0.1,1,0.1,0.1,1,7.3M
BHNN,1365357,3/31/09,NA,NA,NA,NA,NA,NA,7.3M
BHNN,1365357,3/30/10,NA,NA,NA,NA,NA,NA,7.3M
BHNN,1365357,3/30/11,NA,NA,NA,NA,NA,NA,7.3M
BHNN,1365357,4/13/12,0.02,0.02,0.02,0.02,0.02,0.02,7.3M
BHNN,1365357,4/15/13,NA,NA,NA,NA,NA,NA,7.3M
BHNN,1365357,4/15/14,0.7,0.7,0.7,0.7,0.7,0.7,7.3M
BHRT,1388319,3/28/08,4.2,4.2,4.2,4.29,4.29,4.29,7.8M
BHRT,1388319,4/15/09,0.7,0.7,0.7,0.7,0.7,0.7,7.8M
BHRT,1388319,3/31/10,0.75,0.72,0.72,0.75,0.75,0.75,7.8M
BHRT,1388319,5/10/11,0.15,0.15,0.15,0.15,0.15,0.15,7.8M
BHRT,1388319,4/12/12,0.03,0.04,0.04,0.04,0.04,0.04,7.8M
BHRT,1388319,3/29/13,NA,NA,NA,NA,NA,NA,7.8M
BHRT,1388319,3/25/14,0.05,0.05,0.05,0.05,0.05,0.05,7.8M
BHWX,1349371,12/15/08,NA,NA,NA,NA,NA,NA,6K
BHWX,1349371,11/30/09,NA,NA,NA,NA,NA,NA,6K
BHWX,1349371,12/9/10,0.14,0.14,0.14,0.14,0.14,0.14,6K
BHWX,1349371,3/27/13,0.01,0.01,0.01,0.01,0.01,0.01,6K
BICB,1374135,4/23/09,NA,NA,NA,NA,NA,NA,583K
BICB,1374135,5/17/10,NA,NA,NA,NA,NA,NA,583K
BICB,1374135,5/17/11,NA,NA,NA,NA,NA,NA,583K
BICB,1374135,4/30/12,NA,NA,NA,NA,NA,NA,583K
BICB,1374135,5/16/13,0,0,0,0,0,0,583K
BICX,1443863,3/31/09,NA,NA,NA,NA,NA,NA,15.3M
BICX,1443863,4/13/10,NA,NA,NA,NA,NA,NA,15.3M
BICX,1443863,4/15/11,0.17,0.17,0.17,0.18,0.18,0.18,15.3M
BICX,1443863,5/18/12,0.02,0.02,0.02,0.02,0.02,0.02,15.3M
BICX,1443863,4/15/13,NA,NA,NA,NA,NA,NA,15.3M
BICX,1443863,4/14/14,NA,NA,NA,NA,NA,NA,15.3M
BIG,768835,4/21/94,17.75,17.75,11.28,17.88,17.88,11.36,2.259B
BIG,768835,4/25/95,18.88,16.25,10.32,19,19,12.07,2.259B
BIG,768835,5/3/96,35.38,36.75,23.35,35.25,35.25,22.39,2.259B
BIG,768835,4/23/97,39.75,39.5,31.37,39.5,39.5,31.37,2.259B
BIG,768835,4/22/98,43.25,43.06,42.74,42.62,42.62,42.31,2.259B
BIG,768835,4/26/99,NA,NA,NA,NA,NA,NA,2.259B
BIG,768835,4/28/00,12.44,12.44,12.35,12.44,12.44,12.35,2.259B
BIG,768835,5/1/01,11,10.98,10.9,11,11,10.92,2.259B
BIG,768835,5/3/02,15.59,15.45,15.34,15.59,15.59,15.47,2.259B
BIG,768835,4/17/03,12.16,12.55,12.46,12.15,12.15,12.06,2.259B
BIG,768835,3/30/04,14.34,14.8,14.69,14.25,14.25,14.14,2.259B
BIG,768835,4/18/05,NA,NA,NA,NA,NA,NA,2.259B
BIG,768835,4/13/06,13.3,13.59,13.49,13.4,13.4,13.3,2.259B
BIG,768835,4/4/07,33.1,33.51,33.26,33.16,33.16,32.91,2.259B
BIG,768835,4/1/08,22.58,23.03,22.86,22.3,22.3,22.13,2.259B
BIG,768835,3/30/09,NA,NA,NA,NA,NA,NA,2.259B
BIG,768835,3/30/10,37.33,37.37,37.09,37.32,37.32,37.04,2.259B
BIG,768835,3/30/11,43.33,43.59,43.27,43.09,43.09,42.77,2.259B
BIG,768835,3/26/12,NA,NA,NA,NA,NA,NA,2.259B
BIG,768835,4/2/13,34.41,34.32,34.07,34.3,34.3,34.05,2.259B
BIG,768835,4/1/14,37.74,37.96,37.68,37.87,37.87,37.59,2.259B
BIGG,1097896,4/15/09,NA,NA,NA,NA,NA,NA,433K
BIGG,1097896,4/15/10,NA,NA,NA,NA,NA,NA,433K
BIGG,1097896,4/15/11,NA,NA,NA,NA,NA,NA,433K
BIGG,1097896,4/13/12,NA,NA,NA,NA,NA,NA,433K
BIGG,1097896,5/14/13,0.25,0.25,0.25,0.25,0.25,0.25,433K
BIGG,1097896,5/14/14,0.12,0.11,0.11,0.11,0.11,0.11,433K
BIIB,875045,3/30/00,97.12,86.75,28.92,96.62,96.62,32.21,82.090B
BIIB,875045,4/2/01,NA,NA,NA,NA,NA,NA,82.090B
BIIB,875045,4/1/02,NA,NA,NA,NA,NA,NA,82.090B
BIIB,875045,3/31/03,NA,NA,NA,NA,NA,NA,82.090B
BIIB,875045,3/10/04,55.64,55,55,56.19,56.19,56.19,82.090B
BIIB,875045,3/31/05,34.59,34.51,34.51,38.35,38.35,38.35,82.090B
BIIB,875045,3/3/06,45.92,45.5,45.5,46.36,46.36,46.36,82.090B
BIIB,875045,2/21/07,47.1,47.02,47.02,47.2,47.2,47.2,82.090B
BIIB,875045,2/14/08,63.47,62.87,62.87,63.24,63.24,63.24,82.090B
BIIB,875045,2/6/09,51.2,52.48,52.48,53.28,53.28,53.28,82.090B
BIIB,875045,2/9/10,53.88,54.09,54.09,52.84,52.84,52.84,82.090B
BIIB,875045,2/4/11,65.64,65.93,65.93,65.58,65.58,65.58,82.090B
BIIB,875045,2/3/12,122.24,121.88,121.88,121.26,121.26,121.26,82.090B
BIIB,875045,2/5/13,156.31,157.36,157.36,155.73,155.73,155.73,82.090B
BIIB,875045,2/6/14,301.88,301.01,301.01,299.93,299.93,299.93,82.090B
BILB,1375554,11/4/08,NA,NA,NA,NA,NA,NA,233K
BILB,1375554,11/17/09,NA,NA,NA,NA,NA,NA,233K
BILB,1375554,12/13/10,NA,NA,NA,NA,NA,NA,233K
BILB,1375554,12/14/11,0.22,0.21,0.21,0.28,0.28,0.28,233K
BILB,1375554,12/14/12,0.09,0.05,0.05,0.07,0.07,0.07,233K
BILB,1375554,1/13/14,NA,NA,NA,NA,NA,NA,233K
BIOD,1322505,12/21/07,21.48,22,88,21.17,21.17,84.68,30.6M
BIOD,1322505,12/11/08,2.38,2.3,9.2,2.44,2.44,9.76,30.6M
BIOD,1322505,12/14/09,NA,NA,NA,NA,NA,NA,30.6M
BIOD,1322505,12/14/10,1.61,1.63,6.52,1.62,1.62,6.48,30.6M
BIOD,1322505,12/15/11,0.66,0.65,2.6,0.65,0.65,2.6,30.6M
BIOD,1322505,12/21/12,2.4,2.4,2.4,2.45,2.45,2.45,30.6M
BIOD,1322505,12/20/13,2.27,2.27,2.27,2.27,2.27,2.27,30.6M
BIOL,811240,4/15/99,2.56,2.37,2.17,2.59,2.59,2.37,127.5M
BIOL,811240,4/14/00,2.87,2.25,2.06,2.94,2.94,2.69,127.5M
BIOL,811240,4/2/01,NA,NA,NA,NA,NA,NA,127.5M
BIOL,811240,4/1/02,NA,NA,NA,NA,NA,NA,127.5M
BIOL,811240,3/24/03,NA,NA,NA,NA,NA,NA,127.5M
BIOL,811240,3/3/04,18.5,18,16.46,18.52,18.52,16.94,127.5M
BIOL,811240,7/19/05,7.01,7.14,6.58,7.01,7.01,6.46,127.5M
BIOL,811240,3/16/06,8.15,8.53,7.86,8.16,8.16,7.52,127.5M
BIOL,811240,3/16/07,8.95,8.94,8.24,8.91,8.91,8.21,127.5M
BIOL,811240,3/17/08,NA,NA,NA,NA,NA,NA,127.5M
BIOL,811240,3/16/09,NA,NA,NA,NA,NA,NA,127.5M
BIOL,811240,3/19/10,2.05,2.11,1.94,2.02,2.02,1.86,127.5M
BIOL,811240,3/23/11,5.12,5.01,4.66,5.1,5.1,4.75,127.5M
BIOL,811240,3/13/12,2.51,2.59,2.5,2.52,2.52,2.42,127.5M
BIOL,811240,3/15/13,3.98,3.99,3.92,4,4,3.93,127.5M
BIOL,811240,3/17/14,NA,NA,NA,NA,NA,NA,127.5M
BIR-PA,1178862,3/31/03,NA,NA,NA,NA,NA,NA,N/A
BIR-PA,1178862,3/30/04,NA,NA,NA,NA,NA,NA,N/A
BIR-PA,1178862,3/31/05,NA,NA,NA,NA,NA,NA,N/A
BIR-PA,1178862,3/29/06,NA,NA,NA,NA,NA,NA,N/A
BIR-PA,1178862,3/28/07,NA,NA,NA,NA,NA,NA,N/A
BIR-PA,1178862,3/31/08,NA,NA,NA,NA,NA,NA,N/A
BIR-PA,1178862,3/31/09,NA,NA,NA,NA,NA,NA,N/A
BIR-PA,1178862,3/31/10,NA,NA,NA,NA,NA,NA,N/A
BIR-PA,1178862,3/31/11,NA,NA,NA,NA,NA,NA,N/A
BIR-PA,1178862,3/30/12,NA,NA,NA,NA,NA,NA,N/A
BIR-PA,1178862,3/28/13,NA,NA,NA,NA,NA,NA,N/A
BIR-PA,1178862,3/31/14,NA,NA,NA,NA,NA,NA,N/A
BIRT,1062478,3/12/99,21.38,22.12,5.53,21.5,21.5,5.38,304.4M
BIRT,1062478,3/30/00,59,53,26.5,62.38,62.38,31.19,304.4M
BIRT,1062478,3/12/01,NA,NA,NA,NA,NA,NA,304.4M
BIRT,1062478,3/19/02,6.57,6.65,6.65,6.31,6.31,6.31,304.4M
BIRT,1062478,3/28/03,1.37,1.49,1.49,1.38,1.38,1.38,304.4M
BIRT,1062478,3/11/04,3.11,3.18,3.18,3.15,3.15,3.15,304.4M
BIRT,1062478,3/16/05,2.7,2.7,2.7,2.72,2.72,2.72,304.4M
BIRT,1062478,3/13/06,NA,NA,NA,NA,NA,NA,304.4M
BIRT,1062478,3/20/07,5.23,5.24,5.24,5.25,5.25,5.25,304.4M
BIRT,1062478,3/17/08,NA,NA,NA,NA,NA,NA,304.4M
BIRT,1062478,3/12/09,3.1,3.37,3.37,3.12,3.12,3.12,304.4M
BIRT,1062478,3/10/10,5.54,5.69,5.69,5.55,5.55,5.55,304.4M
BIRT,1062478,3/11/11,4.76,4.81,4.81,4.76,4.76,4.76,304.4M
BIRT,1062478,3/9/12,5.85,5.94,5.94,5.85,5.85,5.85,304.4M
BIRT,1062478,3/8/13,6.44,6.6,6.6,6.39,6.39,6.39,304.4M
BIRT,1062478,3/7/14,6.14,5.93,5.93,6.08,6.08,6.08,304.4M
BISN,1494722,8/15/11,NA,NA,NA,NA,NA,NA,2.9M
BISN,1494722,7/18/12,NA,NA,NA,NA,NA,NA,2.9M
BISN,1494722,7/26/13,0.61,0.54,0.54,0.6,0.6,0.6,2.9M
BISU,1420108,3/16/09,NA,NA,NA,NA,NA,NA,5K
BISU,1420108,4/15/10,0.6,0.22,1.83,0.2,0.2,1.71,5K
BISU,1420108,4/14/11,0.06,0.05,0.46,0.06,0.06,0.6,5K
BISU,1420108,5/31/12,0.02,0.02,0.16,0.02,0.02,0.15,5K
BISU,1420108,3/22/13,0.02,0.02,0.17,0.02,0.02,0.18,5K
BISU,1420108,6/25/14,0.01,0.01,0.01,0.01,0.01,0.01,5K
BIZM,1438576,6/19/09,NA,NA,NA,NA,NA,NA,N/A
BIZM,1438576,6/18/10,NA,NA,NA,NA,NA,NA,N/A
BIZM,1438576,6/29/11,NA,NA,NA,NA,NA,NA,N/A
BIZM,1438576,6/7/12,NA,NA,NA,NA,NA,NA,N/A
BIZM,1438576,7/2/13,NA,NA,NA,NA,NA,NA,N/A
BIZZ,1359504,3/14/08,NA,NA,NA,NA,NA,NA,337K
BIZZ,1359504,3/4/09,NA,NA,NA,NA,NA,NA,337K
BIZZ,1359504,2/24/10,NA,NA,NA,NA,NA,NA,337K
BIZZ,1359504,9/13/10,NA,NA,NA,NA,NA,NA,337K
BIZZ,1359504,8/23/11,0.41,0.41,0.41,0.45,0.45,0.45,337K
BIZZ,1359504,9/13/12,0.06,0.06,0.06,0.06,0.06,0.06,337K
BJCT,810084,7/1/97,0.72,0.75,3.75,0.69,0.69,3.44,4.0M
BJCT,810084,6/29/99,0.63,0.59,2.97,0.59,0.59,2.97,4.0M
BJCT,810084,6/20/02,3.17,3.5,3.5,3.24,3.24,3.24,4.0M
BJCT,810084,3/24/04,3.06,3.17,3.17,3.06,3.06,3.06,4.0M
BJCT,810084,3/31/05,1.26,1.34,1.34,1.29,1.29,1.29,4.0M
BJCT,810084,3/31/06,1.7,1.75,1.75,1.74,1.74,1.74,4.0M
BJCT,810084,4/2/07,NA,NA,NA,NA,NA,NA,4.0M
BJCT,810084,3/28/08,0.43,0.43,0.43,0.44,0.44,0.44,4.0M
BJCT,810084,3/31/09,0.07,0.07,0.07,0.07,0.07,0.07,4.0M
BJCT,810084,3/30/10,0.21,0.19,0.19,0.19,0.19,0.19,4.0M
BJCT,810084,3/31/11,0.09,0.09,0.09,0.09,0.09,0.09,4.0M
BKCC,1326003,3/29/06,NA,NA,NA,NA,NA,NA,N/A
BKCC,1326003,3/29/07,NA,NA,NA,NA,NA,NA,N/A
BKCC,1326003,3/17/08,NA,NA,NA,NA,NA,NA,N/A
BKCC,1326003,3/16/09,NA,NA,NA,NA,NA,NA,N/A
BKCC,1326003,3/12/10,10,10,5.94,9.99,9.99,5.94,N/A
BKCC,1326003,3/8/11,12.65,11.14,7.43,12.69,12.69,8.47,N/A
BKCC,1326003,3/1/12,9.89,9.83,7.4,9.77,9.77,7.36,N/A
BKCC,1326003,3/7/13,10.59,10.42,8.7,10.45,10.45,8.73,N/A
BKCC,1326003,3/6/14,9.52,9.57,8.88,9.4,9.4,8.72,N/A
BKD,1332349,3/31/06,38.35,37.75,33.72,38.1,38.1,34.03,6.480B
BKD,1332349,3/16/07,44.5,45.4,41.62,45.25,45.25,41.49,6.480B
BKD,1332349,2/29/08,26.3,26.09,25.15,24.96,24.96,24.06,6.480B
BKD,1332349,3/2/09,NA,NA,NA,NA,NA,NA,6.480B
BKD,1332349,2/26/10,17.92,17.98,17.98,17.86,17.86,17.86,6.480B
BKD,1332349,2/28/11,NA,NA,NA,NA,NA,NA,6.480B
BKD,1332349,2/28/12,18.96,18.79,18.79,18.99,18.99,18.99,6.480B
BKD,1332349,2/20/13,28.58,28.03,28.03,28.66,28.66,28.66,6.480B
BKD,1332349,3/3/14,NA,NA,NA,NA,NA,NA,6.480B
BKEP,1392091,3/6/08,NA,NA,NA,NA,NA,NA,220.2M
BKEP,1392091,7/2/09,NA,NA,NA,NA,NA,NA,220.2M
BKEP,1392091,3/30/10,NA,NA,NA,NA,NA,NA,220.2M
BKEP,1392091,3/16/11,8.4,8.3,6.92,8.4,8.4,7,220.2M
BKEP,1392091,3/13/12,7.34,7.25,6.14,7.13,7.13,6.04,220.2M
BKEP,1392091,3/14/13,9.5,8.73,7.88,8.8,8.8,7.94,220.2M
BKEP,1392091,3/12/14,8.93,9.07,8.65,9.03,9.03,8.61,220.2M
BKFG,9235,4/2/01,NA,NA,NA,NA,NA,NA,8.6M
BKFG,9235,4/1/02,NA,NA,NA,NA,NA,NA,8.6M
BKFG,9235,3/31/03,NA,NA,NA,NA,NA,NA,8.6M
BKFG,9235,3/15/04,NA,NA,NA,NA,NA,NA,8.6M
BKFG,9235,3/17/05,40.2,39.7,21.41,40.16,40.16,21.66,8.6M
BKFG,9235,3/16/06,12.92,12.84,7,12.97,12.97,7.07,8.6M
BKFG,9235,3/2/07,3.14,3.07,1.67,3.15,3.15,1.72,8.6M
BKFG,9235,3/13/08,1.97,1.9,1.04,1.9,1.9,1.04,8.6M
BKFG,9235,4/14/09,1.03,1.03,1.03,1.03,1.03,1.03,8.6M
BKFG,9235,3/31/10,0.93,0.93,0.93,0.93,0.93,0.93,8.6M
BKFG,9235,3/31/11,1.08,1.08,1.08,1.07,1.07,1.07,8.6M
BKFG,9235,4/16/12,NA,NA,NA,NA,NA,NA,8.6M
BKFG,9235,4/4/13,1,1,1,1,1,1,8.6M
BKFG,9235,3/31/14,NA,NA,NA,NA,NA,NA,8.6M
BKGMF,1527383,4/6/12,NA,NA,NA,NA,NA,NA,88.2M
BKGMF,1527383,3/21/13,6.85,7.25,7.25,7,7,7,88.2M
BKGMF,1527383,3/17/14,NA,NA,NA,NA,NA,NA,88.2M
BKH,1130464,3/31/03,NA,NA,NA,NA,NA,NA,2.420B
BKH,1130464,3/15/04,NA,NA,NA,NA,NA,NA,2.420B
BKH,1130464,3/16/05,32.43,32.34,21.62,32.37,32.37,21.64,2.420B
BKH,1130464,3/16/06,34,34.37,23.81,33.79,33.79,23.4,2.420B
BKH,1130464,3/1/07,35.96,36.37,26.13,35.98,35.98,25.85,2.420B
BKH,1130464,2/29/08,36.92,35.76,26.59,37.17,37.17,27.63,2.420B
BKH,1130464,3/2/09,NA,NA,NA,NA,NA,NA,2.420B
BKH,1130464,2/26/10,28.06,27.87,23.12,28.02,28.02,23.25,2.420B
BKH,1130464,2/25/11,30.16,30.62,26.63,30.08,30.08,26.16,2.420B
BKH,1130464,2/29/12,33.19,32.84,29.89,33.08,33.08,30.11,2.420B
BKH,1130464,2/25/13,NA,NA,NA,NA,NA,NA,2.420B
BKH,1130464,2/26/14,56.64,56.22,55.02,56.36,56.36,55.16,2.420B
BKJ,1390312,3/31/08,NA,NA,NA,NA,NA,NA,58.8M
BKJ,1390312,3/31/09,9.85,9.85,8.26,9.67,9.67,8.11,58.8M
BKJ,1390312,3/30/10,14,14,12.07,14,14,12.07,58.8M
BKJ,1390312,3/31/11,10.15,10.22,9.06,10.25,10.25,9.08,58.8M
BKJ,1390312,3/30/12,9.69,9.48,8.78,9.11,9.11,8.44,58.8M
BKJ,1390312,3/28/13,13,13,12.59,12.9,12.9,12.49,58.8M
BKJ,1390312,3/31/14,NA,NA,NA,NA,NA,NA,58.8M
BKMU,1123270,3/20/03,24.16,24.47,5.08,24.2,24.2,5.02,303.6M
BKMU,1123270,3/11/04,11.02,11.05,8.52,11.1,11.1,8.56,303.6M
BKMU,1123270,3/11/05,12.11,12.14,9.53,12.16,12.16,9.55,303.6M
BKMU,1123270,3/7/06,11.33,11.37,9.14,11.38,11.38,9.15,303.6M
BKMU,1123270,3/15/07,11.09,11.18,9.22,11.07,11.07,9.13,303.6M
BKMU,1123270,3/7/08,10.05,10.21,8.68,10.16,10.16,8.64,303.6M
BKMU,1123270,3/5/09,7.81,7.32,6.44,7.97,7.97,7.01,303.6M
BKMU,1123270,3/5/10,6.8,6.82,6.24,6.78,6.78,6.2,303.6M
BKMU,1123270,3/4/11,4.38,4.39,4.13,4.39,4.39,4.13,303.6M
BKMU,1123270,3/5/12,NA,NA,NA,NA,NA,NA,303.6M
BKMU,1123270,3/8/13,5.7,5.69,5.48,5.65,5.65,5.44,303.6M
BKMU,1123270,3/7/14,6.9,6.86,6.73,6.85,6.85,6.72,303.6M
BKOR,1398006,3/31/09,3.76,3.9,3.9,4.17,4.17,4.17,16.0M
BKOR,1398006,3/31/10,NA,NA,NA,NA,NA,NA,16.0M
BKOR,1398006,3/30/11,NA,NA,NA,NA,NA,NA,16.0M
BKOR,1398006,3/29/12,3.44,3.44,3.44,3.44,3.44,3.44,16.0M
BKOR,1398006,3/25/13,NA,NA,NA,NA,NA,NA,16.0M
BKRSQ,1171032,4/2/04,11.53,11.6,11.6,11.63,11.63,11.63,N/A
BKRSQ,1171032,4/1/05,10.39,10.39,10.39,10.15,10.15,10.15,N/A
BKRSQ,1171032,4/14/06,NA,NA,NA,NA,NA,NA,N/A
BKRSQ,1171032,4/24/07,9.02,9.1,9.1,9.01,9.01,9.01,N/A
BKRSQ,1171032,5/2/08,1.98,1.97,1.97,1.91,1.91,1.91,N/A
BKRSQ,1171032,4/24/09,0.82,0.75,0.75,0.84,0.84,0.84,N/A
BKRSQ,1171032,4/30/10,2.65,2.77,2.77,2.67,2.67,2.67,N/A
BKRSQ,1171032,4/29/11,1.1,1.15,1.15,1.15,1.15,1.15,N/A
BKRSQ,1171032,4/27/12,0.82,0.82,0.82,0.83,0.83,0.83,N/A
BKS,890491,5/2/97,37.12,37.38,11.19,37.12,37.12,11.11,1.335B
BKS,890491,5/1/98,34.44,34.69,20.76,33.88,33.88,20.28,1.335B
BKS,890491,4/30/99,35.62,34.75,20.8,35,35,20.95,1.335B
BKS,890491,4/28/00,18,18.5,11.07,17.75,17.75,10.62,1.335B
BKS,890491,5/1/02,30.47,31,18.56,30.22,30.22,18.09,1.335B
BKS,890491,4/23/03,19.42,19.45,11.64,19.35,19.35,11.58,1.335B
BKS,890491,4/15/04,30.5,31.05,18.59,30.5,30.5,18.26,1.335B
BKS,890491,4/14/05,34.4,34,28.23,34.36,34.36,28.53,1.335B
BKS,890491,4/5/06,45.5,45.67,38.35,46.39,46.39,38.95,1.335B
BKS,890491,4/4/07,39.64,39.8,33.96,39.72,39.72,33.89,1.335B
BKS,890491,4/2/08,31.25,31.18,27.07,31.2,31.2,27.09,1.335B
BKS,890491,4/1/09,20.86,21.7,19.78,21.38,21.38,19.48,1.335B
BKS,890491,6/30/10,13.5,12.9,12.5,13.27,13.27,12.86,1.335B
BKS,890491,6/29/11,17.01,16.6,16.6,16.9,16.9,16.9,1.335B
BKS,890491,6/27/12,15.21,15.94,15.94,15.25,15.25,15.25,1.335B
BKS,890491,7/29/13,NA,NA,NA,NA,NA,NA,1.335B
BKS,890491,6/27/14,23.18,23.42,23.42,23.28,23.28,23.28,1.335B
BKSC,1007273,3/9/09,NA,NA,NA,NA,NA,NA,66.1M
BKSC,1007273,3/8/10,NA,NA,NA,NA,NA,NA,66.1M
BKSC,1007273,3/3/11,11.66,11.75,10.14,12,12,10.35,66.1M
BKSC,1007273,3/5/12,NA,NA,NA,NA,NA,NA,66.1M
BKSC,1007273,3/5/13,11.81,12,11.2,11.82,11.82,11.03,66.1M
BKSC,1007273,3/11/14,14.99,15,14.52,14.96,14.96,14.48,66.1M
BKSH,1505124,3/14/12,7.67,7.67,0.38,7.67,7.67,0.38,102.2M
BKSH,1505124,2/15/13,7.67,7.67,0.38,7.67,7.67,0.38,102.2M
BKSH,1505124,2/28/14,0.38,0.38,0.38,0.38,0.38,0.38,102.2M
BKTK,1350770,9/1/09,0.22,0.22,5.5,0.21,0.21,5.25,N/A
BKTK,1350770,9/15/10,0.01,0.01,0.5,0.01,0.01,0.41,N/A
BKTK,1350770,8/30/11,NA,NA,NA,NA,NA,NA,N/A
BKU,1504008,3/31/11,28.81,28.71,26.06,28.68,28.68,26.03,2.951B
BKU,1504008,2/28/12,22.9,22.87,21.14,22.87,22.87,21.14,2.951B
BKU,1504008,2/25/13,NA,NA,NA,NA,NA,NA,2.951B
BKU,1504008,2/27/14,33.07,33.43,32.8,33,33,32.38,2.951B
BKUH,1440153,12/15/09,0.06,0.06,0.06,0.05,0.05,0.05,45K
BKUH,1440153,10/25/10,NA,NA,NA,NA,NA,NA,45K
BKW,1547282,2/22/13,17.71,17.99,17.57,17.57,17.57,17.16,11.435B
BKW,1547282,2/21/14,26.14,26.16,25.88,26.06,26.06,25.78,11.435B
BKYF,934547,3/30/00,26,26,20.24,26,26,20.24,372.1M
BKYF,934547,4/2/01,NA,NA,NA,NA,NA,NA,372.1M
BKYF,934547,3/29/02,NA,NA,NA,NA,NA,NA,372.1M
BKYF,934547,3/31/03,NA,NA,NA,NA,NA,NA,372.1M
BKYF,934547,3/12/04,30.3,30.25,24.07,30,30,23.87,372.1M
BKYF,934547,3/11/05,25.5,25.5,20.5,25.5,25.5,20.5,372.1M
BKYF,934547,3/10/06,25.75,25.75,20.97,25.75,25.75,20.97,372.1M
BKYF,934547,3/15/07,26.1,26.1,21.6,26.1,26.1,21.6,372.1M
BKYF,934547,3/14/08,23.55,23.55,19.9,23.55,23.55,19.9,372.1M
BKYF,934547,3/13/09,16.59,16.75,14.62,15.25,15.25,13.31,372.1M
BKYF,934547,3/12/10,22.4,21.8,19.48,22.27,22.27,19.9,372.1M
BKYF,934547,3/11/11,20.15,20.4,18.77,20.5,20.5,18.87,372.1M
BKYF,934547,3/9/12,24.77,24.85,23.48,24.86,24.86,23.49,372.1M
BKYF,934547,3/8/13,26.25,26.17,25.22,26.23,26.23,25.28,372.1M
BKYF,934547,3/7/14,36.1,35.74,35.25,35.83,35.83,35.34,372.1M
BLAK,1174907,2/27/09,NA,NA,NA,NA,NA,NA,74K
BLAK,1174907,3/16/10,NA,NA,NA,NA,NA,NA,74K
BLAK,1174907,3/4/11,0.17,0.17,0.17,0.17,0.17,0.17,74K
BLAK,1174907,3/14/12,0.14,0.14,0.14,0.12,0.12,0.12,74K
BLBKE,1423107,12/31/08,NA,NA,NA,NA,NA,NA,N/A
BLBKE,1423107,12/29/09,NA,NA,NA,NA,NA,NA,N/A
BLBKE,1423107,12/16/10,NA,NA,NA,NA,NA,NA,N/A
BLBKE,1423107,1/13/12,NA,NA,NA,NA,NA,NA,N/A
BLBKE,1423107,10/15/13,0.02,0.03,3.5,0.03,0.03,2.69,N/A
BLDR,1316835,3/13/06,NA,NA,NA,NA,NA,NA,661.2M
BLDR,1316835,3/12/07,NA,NA,NA,NA,NA,NA,661.2M
BLDR,1316835,3/5/08,6.64,6.63,6.63,6.55,6.55,6.55,661.2M
BLDR,1316835,3/2/09,NA,NA,NA,NA,NA,NA,661.2M
BLDR,1316835,3/4/10,3.05,3.04,3.04,3.04,3.04,3.04,661.2M
BLDR,1316835,3/3/11,2.44,2.45,2.45,2.41,2.41,2.41,661.2M
BLDR,1316835,3/2/12,3.06,3.09,3.09,3.03,3.03,3.03,661.2M
BLDR,1316835,3/1/13,5.96,6.04,6.04,6.05,6.05,6.05,661.2M
BLDR,1316835,2/28/14,8.87,8.61,8.61,8.84,8.84,8.84,661.2M
